SkillId,SkillLevel,NameKor,ShortName,NameDescKor,UseUserAllHitEffect,HideCastingPostfix,CardCastingEffectName,CardEffectName,PortraitCastingEffectName,PortraitEffectName,EnemyEffectName,UserHitEffectName,UserBuffStayEffectName,EnemyHitEffectName,EnemyBuffStayEffectName,SimpleCardCastingEffectName,SimpleCardEffectName,SimplePortraitCastingEffectName,SimplePortraitEffectName,SimpleEnemyEffectName,SimpleUserHitEffectName,SimpleUserBuffStayEffectName,SimpleEnemyHitEffectName,SimpleEnemyBuffStayEffectName,Answer,AnswerType,TargetType,TargetCount,TargetDied,CastingTimeMs,DelayTimeMs,CooltimeMs,CooltimeGroup,SkillGrade,ShowAlert,ShowTarget,BlockInterrupt,BlockDodge,BlockReflect,BlockTaunt,PassiveProcOneTime,PassiveProcShow,FixBuffData1,FixBuffData2,NormalBuffData1,NormalBuffData2,ShowMobSkillDesc,FixDesc,Desc
20471,1,기본 공격,,금서 인우스,,true,,,,,,Rz_ENEMY_SkilledHit,,,,,,,,,Rz_ENEMY_SkilledHit_S,,,,0,0,HostileTanker,0,0,2000,0,2000,0,0,1,1,0,0,0,0,,,"{'BuffId': 104, 'BuffValue': [5000, 2000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 10000, 'BuffIntervalMs': 2000, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,단일 대상 공격,
20472,1,참회의 무도곡,,금서 인우스,,true,,,,,Rz_ENEMY_MassiveAttack,,Rz_ENEMY_DOT_Stay,,,,,,,Rz_ENEMY_MassiveAttack_S,,Rz_ENEMY_DOT_S_Stay,,,0,0,HostileParty,0,0,500,0,10000,0,0,1,1,0,1,0,0,,,"{'BuffId': 104, 'BuffValue': [0, 1500, 0, 0], 'SubValue': [0], 'BuffDurationMs': 10000, 'BuffIntervalMs': 2000, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,전체 대상 도트 대미지 (정화 불가),
20473,1,징벌의 행진곡,,금서 인우스,,true,,,,,,Rz_ENEMY_SkilledHit,,,,,,,,,Rz_ENEMY_SkilledHit_S,,,,0,0,HostileParty,0,0,2500,0,15000,0,0,1,1,1,0,0,0,,,"{'BuffId': 2008, 'BuffValue': [104, 10000, 70000], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,징벌 효과,
20474,1,정화의 명상곡,,금서 인우스,,true,,,,,,,,Rz_DispelE,,,,,,,,,Rz_DispelE_S,,0,0,Self,0,0,1000,0,0,0,0,1,0,0,0,0,0,,,"{'BuffId': 3012, 'BuffValue': [5, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,디버프 해제,
20475,1,치유의 명상곡,,금서 인우스,,true,,,,,,,,Rz_ENEMY_Heal,,,,,,,,,Rz_ENEMY_Heal_S,,0,0,Self,0,0,2000,0,0,0,0,1,0,0,0,0,0,,,"{'BuffId': 3001, 'BuffValue': [800, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,캐스팅 HP 회복,
20476,1,해제의 명상곡,,금서 인우스,true,true,,,,,,Rz_DispelE_Mass,,,,,,,,,Rz_DispelE_Mass,,,,0,0,HostileParty,0,0,1000,0,0,0,0,1,1,0,0,0,0,,,"{'BuffId': 3011, 'BuffValue': [1, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,버프 해제,
20477,1,죽음의 진혼곡,,금서 인우스,,true,,,,,,,Rz_ENEMY_DOT_Stay,,,,,,,,,Rz_ENEMY_DOT_S_Stay,,,0,0,HostileParty,0,0,1000,0,0,0,0,1,1,0,0,0,0,,,"{'BuffId': 102, 'BuffValue': [0, 16000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 10000, 'BuffIntervalMs': 10000, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,"10초 후 발동, 전체 대상 도트 대미지",
20481,1,기본 공격,,금서 칼라시니코프,,true,,,,,,Rz_ENEMY_SkilledHit,,,,,,,,,Rz_ENEMY_SkilledHit_S,,,,0,0,HostileTanker,0,0,3000,0,2000,0,0,1,1,0,0,0,0,,,"{'BuffId': 101, 'BuffValue': [15000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,기본 공격,
20482,1,정밀 사격,,금서 칼라시니코프,,true,,,,,,Rz_ENEMY_SkilledHit,,,,,,,,,Rz_ENEMY_SkilledHit_S,,,,0,0,HostileRandom,0,0,1500,0,10000,0,0,1,1,0,0,0,0,,,"{'BuffId': 101, 'BuffValue': [19000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 1, 'BuffValue': [5000], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 8000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,단일 대상 공격 + 골절 디버프,
20483,1,AK 난사,,금서 칼라시니코프,,true,,,,,Rz_ENEMY_MassiveAttack,,,,,,,,,Rz_ENEMY_MassiveAttack_S,,,,,0,0,HostileParty,0,0,2000,0,13000,0,0,1,1,1,0,0,0,,,"{'BuffId': 101, 'BuffValue': [15500, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,전체 대상 공격,
20484,1,할로우 포인트 장전,,금서 칼라시니코프,,true,,,,,Rz_ENEMY_Buff,,,,,,,,,Rz_ENEMY_S_Buff,,,,,0,0,Self,0,0,1000,0,20000,0,0,1,0,0,0,0,0,,,"{'BuffId': 207, 'BuffValue': [3500, 0, 0], 'SubValue': [0], 'BuffDurationMs': 10000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,공격력 증가 버프,
20491,1,기본 공격,,금서 베이브 루스,,true,,,,,,Rz_ENEMY_SkilledHit,,,,,,,,,Rz_ENEMY_SkilledHit_S,,,,0,0,HostileTanker,0,0,3000,0,2000,0,0,1,1,0,0,0,0,,,"{'BuffId': 101, 'BuffValue': [15000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,기본 공격,
20492,1,홈런 선언,,금서 베이브 루스,,true,,,,,,Rz_ENEMY_SkilledHit,,,,,,,,,Rz_ENEMY_SkilledHit_S,,,,0,0,HostileRandom,0,0,1000,0,0,0,0,1,1,0,0,0,0,,,"{'BuffId': 101, 'BuffValue': [10000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,단일 대상 3연타 공격 (연계 1),
20493,1,솔로 홈런,,금서 베이브 루스,,true,,,,,,Rz_ENEMY_SkilledHit,,,,,,,,,Rz_ENEMY_SkilledHit_S,,,,0,0,HostileHigherHpRate,0,0,2500,0,0,0,0,1,1,1,0,0,1,,,"{'BuffId': 100001, 'BuffValue': [7000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,단일 대상 체력 비례 공격 (연계 2),
20494,1,만루 홈런,,금서 베이브 루스,,true,,,,,Rz_ENEMY_MassiveAttack,,,,,,,,,Rz_ENEMY_MassiveAttack_S,,,,,0,0,HostileParty,0,0,1500,0,14000,0,0,1,1,0,1,0,0,,,"{'BuffId': 101, 'BuffValue': [16000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,전체 대상 공격,
20495,1,홈런왕의 본능,,금서 베이브 루스,,true,,,,,Rz_ENEMY_Buff,,,,,,,,,Rz_ENEMY_S_Buff,,,,,0,0,Self,0,0,1000,0,12000,0,0,1,0,0,0,0,0,,,"{'BuffId': 3014, 'BuffValue': [1800, 0, 0], 'SubValue': [0], 'BuffDurationMs': 70000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,관통 버프,
20501,1,백어택,,금서 대운동회 길가메시,,true,,,,,,Rz_ENEMY_SkilledHit,,,,,,,,,Rz_ENEMY_SkilledHit_S,,,,0,0,HostileTanker,0,0,1000,0,2000,0,0,1,1,0,0,0,0,,,"{'BuffId': 101, 'BuffValue': [15000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,기본 공격,
20502,1,강스파이크!,,금서 대운동회 길가메시,,true,,,,,,Rz_ENEMY_SkilledHit,Rz_Stun_Stay,,,,,,,,Rz_ENEMY_SkilledHit_S,Rz_Stun_S_Stay,,,0,0,HostileRandom,0,0,1500,0,12000,0,0,1,1,0,0,0,0,,,"{'BuffId': 101, 'BuffValue': [10000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 11, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 5000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,단일 대상 공격 + 스턴,
20503,1,학생회장의 일격,,금서 대운동회 길가메시,,true,,,,,Rz_ENEMY_MassiveAttack,,,,,,,,,Rz_ENEMY_MassiveAttack_S,,,,,0,0,HostileParty,0,0,2000,0,16000,0,0,1,1,1,0,0,0,,,"{'BuffId': 101, 'BuffValue': [14000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 2, 'BuffValue': [3000], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 10000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,전체 대상 공격 + 분쇄 디버프,
20504,1,더블 블로킹,,금서 대운동회 길가메시,,true,,,,,Rz_ENEMY_MassiveAttack,,,,,,,,,Rz_ENEMY_MassiveAttack_S,,,,,0,0,HostileParty,2,0,1500,0,20000,0,0,1,1,0,1,0,0,,,"{'BuffId': 101, 'BuffValue': [16000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 5, 'BuffValue': [3000], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 10000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,2인 대상 공격 + 역행 디버프,
20505,1,카운터 모드,,금서 대운동회 길가메시,,true,,,,,,,,,Rz_Reflect_Stay,,,,,,,,,Rz_Reflect_S_Stay,0,0,Self,0,0,1000,0,25000,0,0,1,0,0,0,0,0,,,"{'BuffId': 3001, 'BuffValue': [0, 200, 0, 0], 'SubValue': [0], 'BuffDurationMs': 5000, 'BuffIntervalMs': 1000, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 10, 'BuffValue': [20506, 1], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 10000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",true,HP 회복 + 1회성 역습 버프,
20506,1,카운터 모드,,금서 대운동회 길가메시,,true,,,,,,,,Rz_Strikeback_Hit,,,,,,,,,Rz_Strikeback_S_Hit,,0,0,HostileTanker,0,0,0,0,0,0,0,0,0,0,1,1,0,,,"{'BuffId': 2001, 'BuffValue': [15000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,역습 발동 스킬,
20511,1,기본 공격,,무한 잡몹 - 탱커,,true,,,,,,Rz_ENEMY_SkilledHit,,,,,,,,,Rz_ENEMY_SkilledHit_S,,,,0,0,HostileTanker,0,0,3000,0,2000,0,0,1,1,0,0,0,0,,,"{'BuffId': 101, 'BuffValue': [15000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,기본 공격,
20512,1,쉴드,,무한 잡몹 - 탱커,,true,,,,,,,,,Rz_ENEMY_Buff_Stay,,,,,,,,,Rz_ENEMY_Buff_S_Stay,0,0,Self,0,0,1000,0,15000,0,0,1,0,0,0,0,0,,,"{'BuffId': 201, 'BuffValue': [5000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 5000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,방어력 증가 버프,
20513,1,디펜스!!!,,무한 잡몹 - 탱커,,true,,,,,,,,,Rz_ENEMY_Buff_Stay,,,,,,,,,Rz_ENEMY_Buff_S_Stay,0,0,Self,0,0,1000,0,20000,0,0,1,0,0,0,0,0,,,"{'BuffId': 201, 'BuffValue': [3000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 10000, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,방어력 증가 버프,
20514,1,기본 공격,,무한 잡몹 - 딜러,,true,,,,,,Rz_ENEMY_SkilledHit,,,,,,,,,Rz_ENEMY_SkilledHit_S,,,,0,0,HostileTanker,0,0,1000,0,2000,0,0,1,1,0,0,0,0,,,"{'BuffId': 101, 'BuffValue': [15000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,약한 DD,
20515,1,스마이트,,무한 잡몹 - 딜러,,true,,,,,,Rz_ENEMY_SkilledHit,,,,,,,,,Rz_ENEMY_SkilledHit_S,,,,0,0,HostileTanker,0,0,2000,0,15000,0,0,1,1,0,0,0,0,,,"{'BuffId': 101, 'BuffValue': [25000, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 1, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'SubValue': [0], 'OnlyOneProc': '', 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0, 0, 0], 'SubValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}","{'BuffId': 0, 'BuffValue': [0], 'BuffDurationMs': 0, 'BuffIntervalMs': 0, 'BuffStack': 0, 'BuffStackType': 0}",,강한 DD,
