rarity,role,cost,skilltype,faction,illustrator,atk0,maxatk0,hp0,maxhp0,max,id,name,skill,engname,engskill
6,공격,16,패시브,미스터리,여놔,555,3887,369,2588,6475,6480,물놀이 미우,격노 V,Waterpark Miu,Rage V
6,공격,16,액티브,SF,코코립,555,3887,369,2588,6475,6423,아르콘의 골렘 - 오메가,역공 V,Archon's Gollem: Omega,CounterATK V
6,공격,16,액티브,오리엔탈,SHIHYUN,555,3886,369,2588,6474,6440,티무르와 루흐,폭격 V,Timur and Rukh,Bombard V
6,회복,16,패시브,판타지,세발문어,462,3239,462,3235,6474,6426,결전의 셀라,기도 V,Sella of the Day,Prayer V
6,공격,16,패시브,미스터리,카르체트,554,3880,370,2593,6473,6495,하나자와 레나,격분 V,Hanazawa Lena,Frenzy V
6,회복,16,패시브,오리엔탈,선화,462,3239,462,3234,6473,6455,나관중,신성 V,Luo Guanzhong,Sacred V
6,방어,16,액티브,판타지,ICE,370,2594,553,3876,6470,6439,은자 피에르,도발 V,Peter the Hermit,Provoke V
6,공격,16,액티브,오리엔탈,GAMBE,555,3884,368,2581,6465,6417,기고,면역 V,Gigo,Immune V
6,공격,16,액티브,판타지,GUA,553,3871,370,2591,6462,6447,하수인 2호 셀라,역행 V,Pawn 2. Sella,Regress V
6,공격,16,패시브,판타지,나묘,553,3871,370,2591,6462,6437,부용의 고드프루아,행운 V,Godfrey of Bouillon,Lucky V
6,회복,16,액티브,오리엔탈,SHIHYUN,460,3225,462,3237,6462,6498,® 티무르,해제 V,® Timur,Dispel V
6,회복,16,패시브,미스터리,SHIHYUN,462,3234,461,3226,6460,6404,느와르 닉슨,격려 V,Noir. Nixon,Encourage V
6,공격,16,패시브,미스터리,CTYPE,553,3871,369,2588,6459,6435,주교 아데마르,격정 V,Adhemar of Le Puy,Passion V
6,방어,16,패시브,판타지,체리핀,368,2578,554,3880,6458,6468,® 모르페우스,소생 V,® Morpheus,Resurrect V
6,공격,16,패시브,미스터리,새우초밥,552,3868,369,2588,6456,6461,개발자 랭보,맹폭 V,Dev. Rimbaud,Strafe V
6,방어,16,액티브,미스터리,스농이,369,2582,553,3874,6456,6411,우사,골절 V,The Rain Master,Crack V
6,회복,18,액티브,미스터리,whoisshe,459,3218,461,3226,6444,6338,마법소녀 롬멜,보호 V,Magical girl Rommel,Shield V
6,공격,23,액티브,미스터리,달랑게,552,3867,368,2576,6443,6109,할로윈 미우,속공 V,Halloween Miu,Swipe V
6,회복,17,패시브,오리엔탈,"이말년, GUA",461,3228,459,3215,6443,6388,말년의 오공,회개 V,Wukong of Zilioner,Contrite V
6,공격,18,액티브,SF,마끼아또,573,4013,346,2426,6439,6301,웨딩 델핀,강타 V,Wedding Delphine,Smite V
6,방어,18,액티브,판타지,CTYPE,368,2578,551,3859,6437,6326,겨울 사냥꾼,역습 V,Winter Huntsman,Counter V
6,공격,17,패시브,오리엔탈,달랑게,551,3861,367,2573,6434,6389,메이드 금각&은각,진노 V,Maid Gold Horn & Silver Horn,Wrath V
6,방어,19,액티브,미스터리,xx이나xx,368,2579,550,3853,6432,6264,시크릿 놀부댁,방어 V,Secret Nolbu,Protection V
6,회복,23,액티브,판타지,달랑게,460,3219,459,3213,6432,6110,할로윈 셀라,우정 V,Halloween Sella,Friendship V
6,방어,22,액티브,미스터리,넬체,367,2575,550,3855,6430,6151,정월 브라운 신부,재생 V,Jeong-wol Father Brown,Regenerate V
6,공격,22,액티브,판타지,달랑게,551,3856,366,2567,6423,6138,장화 신은 고양이,강타 V,Puss in Boots,Smite V
6,공격,19,액티브,미스터리,NINGU,550,3850,366,2566,6416,6233,블랙홀,흡혈 V,Black hole,Drain V
6,방어,17,패시브,SF,폰단테,367,2573,548,3841,6414,6376,학교의 델핀,근성 V,School Delphine,Endurance V
6,회복,19,액티브,판타지,꼬리,458,3209,457,3203,6412,6241,아리엘,보호 V,Ariel,Shield V
6,공격,17,패시브,SF,POPQN,546,3823,364,2548,6371,6465,개발자 피오나,진노 V,Dev. Fiona,Wrath V
6,방어,20,액티브,판타지,CTYPE,319,2239,587,4108,6347,6229,금성,방어 V,The Venus,Protection V
6,공격,17,액티브,미스터리,POPQN,543,3802,361,2532,6334,6331,사보리,폭격 V,Sabori,Bombard V
6,공격,15,액티브,미스터리,카놀라유,540,3786,360,2526,6312,6397,느와르 넵튠,분쇄 V,Noir. Neptune,Smash V
6,회복,16,패시브,오리엔탈,롸엘,450,3155,450,3155,6310,6431,온천의 장자,평안 V,ZhuangZi at Hot Spring,Peace V
5,방어,18,액티브,오리엔탈,"이말년, 이규장",361,2528,539,3777,6305,5360,말년의 삼장법사,역습 IV,Xuanzang of Zilioner,Counter IV
6,공격,15,패시브,SF,GUA,541,3789,359,2515,6304,6400,바니 델핀,격노 V,Bunny Delphine,Rage V
6,방어,15,액티브,오리엔탈,기어,359,2518,540,3786,6304,6503,할로윈 강림도령,간파 V,Halloween Gangrim Doryeong,Sidestep V
6,회복,15,액티브,미스터리,세발문어,450,3155,449,3148,6303,6540,에이리크,정화 V,Erik the Red,Purify V
6,회복,15,액티브,SF,ZB,449,3148,450,3152,6300,6438,나디르 샤,해제 V,Nader Shar,Dispel V
6,공격,15,액티브,판타지,Mirunai,539,3774,360,2521,6295,6538,그레텔,차단 V,Gretel,Cancel V
6,방어,17,액티브,판타지,ZIS,358,2511,540,3781,6292,6318,리바이어선,불굴 V,Liwyathan,Fearless V
6,공격,15,패시브,미스터리,나묘,538,3768,360,2521,6289,6515,파티의 미우,격앙 V,Miu at Party,Excitement V
6,공격,21,액티브,SF,hakusai,539,3777,358,2509,6286,6159,버림받은 HaaL9000,AE36 붕괴,Abandoned HaaL9000,AE36 Collapse
6,공격,16,패시브,SF,코코립,537,3762,359,2515,6277,6345,무인도의 포드,맹폭 V,Uninhabited Ford,Strafe V
6,방어,16,패시브,SF,anco,358,2507,538,3770,6277,6372,학교의 푸앵카레,반격 V,School Poincare,Retaliate V
6,회복,16,패시브,미스터리,xx이나xx,448,3135,448,3142,6277,6360,멀린,격려 V,Merlin,Encourage V
6,방어,21,액티브,SF,마신황제,357,2505,538,3771,6276,6136,루돌프 에디슨,재생 V,Rudolph Edison,Regenerate V
6,회복,18,액티브,미스터리,레나,448,3137,448,3139,6276,6252,점술가,아르카나,Fortuneteller,Arcana
6,공격,16,패시브,미스터리,기어,537,3762,358,2509,6271,6374,학교의 미우,격정 V,School Miu,Passion V
6,회복,16,패시브,오리엔탈,당밀,447,3131,448,3140,6271,6373,학교의 조운,기도 V,School ZhaoYun,Prayer V
6,공격,17,패시브,오리엔탈,Mirunai,538,3765,357,2505,6270,6325,말리화,격노 V,Arabian jasmine,Rage V
6,방어,16,패시브,미스터리,whoisshe,358,2507,537,3762,6269,6379,학교의 쥐,소생 V,School Rat,Resurrect V
6,회복,16,패시브,SF,"이말년, 마신황제",448,3140,447,3129,6269,6387,말년의 나타,신성 V,Nezha of Zilioner,Sacred V
6,공격,21,액티브,오리엔탈,Mirunai,539,3774,356,2491,6265,6148,수줍은 처녀귀신,고양 V,Shy Virgin Ghost,Enhance V
6,공격,18,액티브,판타지,달랑게,538,3765,357,2500,6265,6283,오피스 로엘,분노 V,Office Lowell,Enrage V
6,방어,17,액티브,오리엔탈,히사,357,2503,537,3762,6265,6339,마법소녀 아기 구미호,회피 V,Magical girl Young Nine-tailed Fox,Evade V
6,방어,16,액티브,SF,나묘,358,2506,536,3756,6262,6365,윌리엄 릴리,도발 V,William Lilly,Provoke V
6,회복,21,액티브,SF,까르핀,447,3129,446,3127,6256,6152,나데즈다,우정 V,Nadezhda,Friendship V
6,회복,18,액티브,미스터리,나묘,447,3131,446,3124,6255,6237,구시온,조작 V,Gusion,Manipulate V
6,공격,16,액티브,SF,나묘,536,3756,356,2496,6252,6352,무인도의 테슬라,분쇄 V,Uninhabited Tesla,Smash V
6,회복,16,패시브,오리엔탈,마끼아또,446,3122,447,3129,6251,6378,학교의 한비자,평안 V,School Han Feizi,Peace V
6,공격,20,액티브,미스터리,POPQN,577,4044,314,2197,6241,6228,수성,분노 V,The Mercury,Enrage V
6,회복,20,액티브,오리엔탈,송개,443,3106,445,3114,6220,6169,집사 해모수,보호 V,Butler Hae Mo-su,Shield V
6,회복,16,액티브,오리엔탈,sabaume,443,3106,443,3104,6210,6474,® 금우궁,우정 V,® Taurus,Friendship V
6,공격,16,액티브,SF,카놀라유,531,3717,355,2488,6205,6520,파티의 알파,폭격 V,Alpha at Party,Bombard V
6,회복,16,패시브,판타지,JUNA,442,3097,444,3107,6204,6499,전장의 가브리엘,기도 V,Warfare Gabriel,Prayer V
6,공격,19,액티브,미스터리,ICE,530,3713,352,2469,6182,6395,보들레르,고양 V,Baudelaire,Enhance V
6,공격,19,액티브,미스터리,ICE,529,3704,354,2477,6181,6460,위원회 로라,고양 V,Committee Rora,Enhance V
6,방어,21,액티브,미스터리,달랑게,352,2464,528,3700,6164,6083,해변의 미우,돌진 V,Miu on the Beach,Charge V
6,공격,21,액티브,판타지,달랑게,527,3692,352,2469,6161,6084,해변의 셀라,강타 V,Sella on the Beach,Smite V
6,회복,21,액티브,SF,달랑게,438,3070,439,3078,6148,6085,해변의 델핀,치료 V,Delphine on the Beach,Cure V
6,회복,21,액티브,미스터리,티브,439,3073,439,3074,6147,6108,교복 오페라의 유령,참회 V,School Uniform Phantom of the Opera,Repent V
6,공격,20,액티브,판타지,송개,527,3689,350,2454,6143,6153,정월 사탄,흡혈 V,Jeong-wol Satan,Drain V
6,회복,14,액티브,SF,Mirunai,438,3067,439,3073,6140,6479,물놀이 포드,정화 V,Waterpark Ford,Purify V
6,회복,17,패시브,SF,Mx2J,437,3064,439,3073,6137,6210,해적 롬멜,신성 V,Pirate Rommel,Sacred V
6,방어,17,패시브,미스터리,CTYPE,350,2449,526,3686,6135,6254,시크릿 미우,소생 V,Secret Miu,Resurrect V
6,공격,16,패시브,SF,솔트,527,3694,348,2437,6131,6285,정월 러브레이스,"Hello, world!",Jeong-wol Lovelace,"Hello, World!"
6,방어,16,액티브,미스터리,찹쌀가면,350,2451,525,3679,6130,6295,프린스 미우,억압 V,Prince Miu,Suppress V
6,방어,17,패시브,판타지,ICE,349,2445,526,3683,6128,6281,오피스 버지니아 울프,반격 V,Office Virginia Woolf,Retaliate V
6,회복,20,액티브,미스터리,POPQN,438,3065,437,3061,6126,6146,사희,참회 V,Sahee,Repent V
6,회복,20,액티브,미스터리,망르,438,3067,436,3058,6125,6141,토끼,치료 V,Rabbit,Cure V
6,공격,16,액티브,판타지,CTYPE,525,3680,349,2443,6123,6309,웨딩 마몬,면역 V,Wedding Mammon,Immune V
6,회복,16,패시브,미스터리,길세,437,3061,437,3061,6122,6306,웨딩 엘리자베스,회개 V,Wedding Elizabeth,Contrite V
5,방어,16,액티브,미스터리,인접,350,2450,524,3671,6121,5373,형천,난투 IV,Hengtian,Brawl IV
6,방어,16,패시브,판타지,마끼아또,350,2452,524,3668,6120,6310,웨딩 드레이크,근성 V,Wedding Drake,Endurance V
6,회복,17,패시브,판타지,anco,437,3064,436,3055,6119,6232,태양,평안 V,The Sun,Peace V
6,방어,16,액티브,미스터리,whoisshe,346,2426,527,3689,6115,6305,웨딩 라구엘,골절 V,Wedding Raguel,Crack V
6,공격,16,패시브,오리엔탈,inpells,524,3673,348,2441,6114,6315,메이드 장자,진노 V,Maid ZhuangZi,Wrath V
6,방어,17,액티브,SF,코코립,348,2439,525,3674,6113,6291,디젤,불굴 V,Diesel,Fearless V
5,방어,16,액티브,판타지,Fel,349,2443,524,3668,6111,5488,조반니,난투 IV,Giovanni,Brawl IV
6,공격,17,패시브,SF,폰단테,522,3659,349,2448,6107,6289,추억의 포드,행운 V,Memorable Ford,Lucky V
5,회복,16,액티브,판타지,인접,435,3049,436,3058,6107,5480,정령 노움,심문 IV,Elemental Gnome,Interrogate IV
6,공격,16,패시브,오리엔탈,솔트,522,3658,349,2448,6106,6298,웨딩 무라사키,격분 V,Wedding Murasaki,Frenzy V
6,공격,17,액티브,판타지,CTYPE,523,3665,348,2441,6106,6240,아즈라엘,면역 V,Azrael,Immune V
6,방어,17,패시브,판타지,먹는빵,349,2443,523,3662,6105,6231,지구,근성 V,The Earth,Endurance V
6,방어,17,액티브,오리엔탈,KOKA,349,2446,522,3659,6105,6246,연청,역습 V,Blue Swallow,Counter V
6,공격,15,액티브,미스터리,GUA,522,3656,349,2448,6104,6380,팬티의 랭보,폭격 V,Panty Rimbaud,Bombard V
6,공격,16,액티브,오리엔탈,미키,522,3658,349,2443,6101,6327,투란도트,역공 V,Turandot,CounterATK V
6,회복,17,패시브,오리엔탈,마끼아또,435,3046,436,3055,6101,6227,목성,격려 V,The Jupiter,Encourage V
6,공격,17,패시브,판타지,ZB,522,3658,348,2441,6099,6212,해군 제독 케이론,격분 V,Navy Admiral Chiron,Frenzy V
6,방어,19,액티브,SF,니시,348,2437,523,3662,6099,6173,메이드 델핀,돌진 V,Maid Delphine,Charge V
6,회복,16,패시브,판타지,길세,435,3046,436,3052,6098,6329,인어 공주,기도 V,The Little Mermaid,Prayer V
6,회복,19,액티브,오리엔탈,Mx2J,436,3052,435,3046,6098,6204,아이돌 쌍자궁,조작 V,Idol Gemini,Manipulate V
6,공격,19,액티브,미스터리,xx이나xx,521,3647,347,2430,6077,6190,언령의 미스마플,흡혈 V,Kotodama Miss Marple,Drain V
6,회복,19,액티브,SF,마신황제,434,3040,433,3031,6071,6182,계약자 모로,참회 V,Contractor Dr.Moreau,Repent V
6,공격,17,액티브,미스터리,GUA,519,3635,345,2421,6056,6366,경비원 스카페이스,분노 V,Watchman Scarface,Enrage V
6,공격,15,액티브,SF,hakusai,519,3634,345,2421,6055,6485,물놀이 리자,분쇄 V,Waterpark Lisa,Smash V
6,회복,18,액티브,판타지,나묘,430,3013,431,3022,6035,6541,홍계월,치유 V,Hong Gye-wol,Heal V
6,방어,18,액티브,판타지,송개,345,2415,517,3619,6034,6535,헨젤,재생 V,Hansel,Regenerate V
6,방어,20,액티브,SF,H2SO4,344,2409,517,3620,6029,6097,에디슨,돌진 V,Edison,Charge V
6,방어,15,패시브,판타지,나묘,343,2405,513,3597,6002,6311,웨딩 릿챠,소생 V,Wedding Richard,Resurrect V
6,회복,20,액티브,미스터리,xx이나xx,428,2998,427,2989,5987,6092,흥부댁,치유 V,Heungbu's,Heal V
6,방어,15,액티브,판타지,xx이나xx,341,2386,513,3590,5976,6330,수호의 용,골절 V,Dragon of Guard,Crack V
6,방어,16,액티브,판타지,CTYPE,341,2388,512,3586,5974,6211,하이레딘 바르바롯사,도발 V,Hayreddin Barbarossa,Provoke V
6,공격,16,패시브,미스터리,xx이나xx,512,3588,340,2382,5970,6263,시크릿 흥부댁,진노 V,Secret Heungbu,Wrath V
6,공격,16,패시브,판타지,길세,514,3598,338,2370,5968,6274,호수의 나르키소스,격노 V,Narcissus at Lake,Rage V
6,회복,16,패시브,오리엔탈,히사,427,2992,425,2976,5968,6265,시크릿 아기 구미호,신성 V,Secret Young Nine-tailed Fox,Sacred V
6,회복,16,패시브,미스터리,whoisshe,428,3000,424,2968,5968,6273,십이지 쥐,회개 V,12 Branches. Rat,Contrite V
6,회복,13,액티브,판타지,Miteddy,426,2985,426,2982,5967,6550,카시니,징벌 V,Cassini,Punish V
6,공격,16,액티브,판타지,Cu-rim,512,3583,340,2381,5964,6278,오피스 팜걸,역공 V,Office Palm Girl,CounterATK V
6,방어,16,패시브,오리엔탈,레바,341,2388,510,3576,5964,6224,레바 티무르,단결 V,Reva Timur,Solidarity V
6,회복,16,패시브,SF,레스,426,2985,425,2974,5959,6288,네모,기도 V,Captain Nemo,Prayer V
6,회복,15,패시브,미스터리,whoisshe,426,2985,424,2973,5958,6300,웨딩 미우,격려 V,Wedding Miu,Encourage V
6,방어,18,액티브,오리엔탈,아이작 헤인 3세,340,2384,510,3571,5955,6189,바쇼,방어 V,Basho,Protection V
6,방어,16,액티브,오리엔탈,Mirunai,339,2378,511,3577,5955,6242,파이몬,불굴 V,Paimon,Fearless V
6,공격,18,액티브,판타지,망고망구,510,3574,339,2378,5952,6179,DM 케리네이아의 암사슴,분노 V,DM Ceryneian Hind,Enrage V
6,회복,15,패시브,오리엔탈,hakusai,424,2973,425,2979,5952,6324,카구야 히메,신성 V,Kaguya Princess,Sacred V
6,방어,15,패시브,SF,마신황제,339,2375,510,3574,5949,6335,마법소녀 달,소생 V,Magical girl Moon,Resurrect V
6,회복,14,액티브,SF,xx이나xx,424,2968,425,2981,5949,6351,무인도의 델핀,정화 V,Uninhabited Delphine,Purify V
6,공격,16,패시브,판타지,레나,509,3565,340,2379,5944,6250,복수의 칼리굴라,행운 V,Caligula of Revenge,Lucky V
6,공격,14,액티브,미스터리,송개,509,3567,339,2376,5943,6377,학교의 바이런,차단 V,School Byron,Cancel V
5,회복,16,액티브,SF,이말년,424,2972,424,2969,5941,5359,말년의 델핀,심문 IV,Delphine of Zilioner,Interrogate IV
6,공격,16,액티브,판타지,스노우볼,509,3567,338,2370,5937,6207,해변의 에리스,면역 V,Eris on the Beach,Immune V
6,방어,18,액티브,미스터리,CTYPE,338,2367,509,3564,5931,6201,아이돌 미우,철벽 V,Idol Miu,Fortify V
5,공격,15,액티브,SF,기어,509,3564,337,2365,5929,5445,에밀리 윈저,강타 IV,Emily Windsor,Smite IV
6,공격,19,액티브,미스터리,POPQN,508,3556,338,2372,5928,6243,이반 그로즈니,고양 V,Ivan the Terrible,Enhance V
5,공격,15,액티브,판타지,GAMBE,508,3560,338,2366,5926,5439,예식의 아스타로트,역행 IV,Astaroth at Ceremony,Regress IV
5,공격,15,액티브,미스터리,hakusai,507,3554,338,2366,5920,5413,스노우 화이트,강타 IV,Snow White,Smite IV
5,공격,15,액티브,미스터리,미키,507,3549,338,2366,5915,5365,느와르 르 카레,속공 IV,Noir. Le Carr?,Swipe IV
6,방어,15,패시브,SF,달랑게,338,2369,506,3544,5913,6261,시크릿 포드,근성 V,Secret Ford,Endurance V
5,회복,15,액티브,판타지,ZIS,422,2955,422,2955,5910,5427,프룬츠베르크,심문 IV,Frundsberg,Interrogate IV
5,공격,15,패시브,오리엔탈,톨렛,506,3546,337,2363,5909,5422,알라딘,격분 IV,Aladdin,Frenzy IV
5,방어,15,패시브,판타지,hakusai,337,2365,506,3544,5909,5474,캘러미티 제인,인내 IV,Calamity Jane,Fortitude IV
6,방어,17,패시브,오리엔탈,솔트,338,2366,505,3537,5903,6191,무라사키,반격 V,Murasaki,Retaliate V
5,공격,15,액티브,판타지,송개,505,3538,337,2363,5901,5392,결전의 펠리페,역행 IV,Felipe of the Day,Regress IV
5,방어,15,액티브,미스터리,지유미,337,2362,505,3538,5900,5493,멜포메네,불굴 IV,Melpomene,Fearless IV
5,공격,15,액티브,판타지,CTYPE,505,3537,337,2362,5899,5368,느와르 돈키호테,강타 IV,Noir. Don Quixote,Smite IV
5,방어,15,패시브,판타지,먹는빵,337,2363,505,3535,5898,5481,세드릭,반격 IV,Cedric,Retaliate IV
5,방어,15,액티브,오리엔탈,마신황제,338,2366,504,3532,5898,5459,파티의 나디르 샤,역습 IV,Nader Shah at Party,Counter IV
5,공격,15,패시브,오리엔탈,먹는빵,505,3538,336,2356,5894,5451,할로윈 박생,격정 IV,Halloween Bak Seng,Passion IV
6,공격,17,액티브,SF,Mittedy,505,3537,336,2355,5892,6476,물놀이 누아다&다아다,속공 V,Waterpark Nuada&Dagda,Swipe V
6,공격,15,패시브,판타지,H2SO4,505,3537,336,2354,5891,6247,전장의 릿챠,격노 V,Warfare Richard,Rage V
6,방어,17,액티브,오리엔탈,ZIS,337,2360,504,3529,5889,6522,무선,억압 V,Choe Museon,Suppress V
6,공격,17,액티브,판타지,아리씨,503,3527,337,2360,5887,6547,우라니아,흡혈 V,Urania,Drain V
6,공격,17,액티브,판타지,GUA,504,3529,336,2357,5886,6536,군느힐드,속공 V,Gunnhild,Swipe V
6,공격,17,액티브,미스터리,ZIS,504,3534,336,2352,5886,6488,예식의 라구엘,흡혈 V,Raguel at Ceremony,Drain V
6,방어,17,패시브,SF,갱이,336,2355,504,3531,5886,6494,민유현,수호 V,Min You-hyun,Guard V
6,회복,17,액티브,오리엔탈,Mirunai,420,2943,420,2943,5886,6453,전장의 답돈,심문 V,Warfare Tadun,Interrogate V
6,공격,17,액티브,판타지,SHIHYUN,504,3534,335,2351,5885,6421,헤롯 안티파스,속공 V,Herod Antipas,Swipe V
6,방어,17,패시브,오리엔탈,인접,336,2352,504,3533,5885,6410,후예,단결 V,Hou Yi,Solidarity V
6,방어,17,액티브,판타지,아리씨,336,2357,504,3528,5885,6432,타란토의 보에몽,억압 V,Bohemond I of Antioch,Suppress V
6,공격,17,액티브,오리엔탈,히사,504,3529,336,2354,5883,6458,전장의 장량,강타 V,Warfare Zhang Liang,Smite V
6,방어,17,패시브,판타지,이규장,335,2348,505,3535,5883,6467,®마법소녀 비너스,단결 V,®Magical girl Venus,Solidarity V
6,방어,17,패시브,오리엔탈,인접,335,2348,505,3535,5883,6511,파티의 헌원,응원 V,Huangdi at Party,Support V
6,방어,17,액티브,판타지,죽돌이가싫어,336,2354,504,3529,5883,6475,®마법소녀 셀라,철벽 V,®Magical girl Sella,Fortify V
6,회복,17,액티브,판타지,카르체트,420,2943,420,2940,5883,6521,지나이다,우정 V,Zinaida,Friendship V
6,공격,17,액티브,SF,92,504,3534,335,2348,5882,6528,조시 바셋,강타 V,Josie Bassett,Smite V
6,공격,17,액티브,SF,마신황제,504,3531,335,2351,5882,6407,느와르 다아다,분노 V,Noir. Dagda,Enrage V
6,회복,17,패시브,판타지,미키,420,2940,420,2942,5882,6529,릴리안 스미스,안위 V,Lillian Smith,Empower V
6,방어,17,패시브,판타지,POPQN,336,2357,503,3525,5882,6542,선생님 슬렌더 맨,수호 V,Teacher Slenderman,Guard V
6,방어,19,액티브,SF,새끼늑대,335,2348,504,3529,5877,6088,아담스키형 UFO,철벽 V,Adamski Type UFO,Fortify V
6,공격,17,액티브,오리엔탈,hakusai,503,3522,336,2354,5876,6527,손사막,고양 V,Sun Simiao,Enhance V
6,공격,17,액티브,오리엔탈,야쿡,503,3522,336,2352,5874,6500,명월,갈취 V,Hwang Jini,Extortion V
6,회복,17,액티브,SF,제뉴,419,2934,420,2940,5874,6486,물놀이 테슬라,치유 V,Waterpark Tesla,Heal V
6,회복,19,액티브,미스터리,티루,419,2937,418,2931,5868,6105,운동회 앨런 포,치료 V,Athletic Allan Poe,Cure V
6,방어,19,액티브,SF,Cu-rim,334,2342,503,3525,5867,6090,추석 슈뢰딩거,재생 V,Thanksgiving Schr?dinger,Regenerate V
6,회복,18,액티브,SF,망르,417,2921,417,2924,5845,6165,새앙쥐귀 몽고메리,심문 V,Mouse-eared Montgomery,Interrogate V
6,공격,19,액티브,미스터리,e-nya,500,3504,333,2331,5835,6064,마법소녀 미우,강타 V,Magical girl Miu,Smite V
6,방어,15,액티브,오리엔탈,니시,332,2327,500,3501,5828,6248,샤자한,골절 V,Shah Jahan,Crack V
6,회복,18,액티브,미스터리,CTYPE,416,2916,416,2912,5828,6144,극성팬 자베르,보호 V,Sasaeng fan Javert,Shield V
6,방어,15,패시브,SF,레피,333,2336,498,3491,5827,6294,리자,수호 V,Lisa,Guard V
6,방어,17,패시브,판타지,anco,332,2329,499,3492,5821,6170,메이드 오페라의 유령,근성 V,Maid Phantom of the Opera,Endurance V
6,방어,15,액티브,SF,나묘,333,2335,498,3486,5821,6279,오피스 테슬라,철벽 V,Office Tesla,Fortify V
6,공격,17,패시브,오리엔탈,마끼아또,497,3483,333,2331,5814,6184,DM 유키,진노 V,DM Yukki,Wrath V
6,방어,15,패시브,오리엔탈,CTYPE,334,2344,495,3470,5814,6275,사령 응룡,인내 V,Four Benevolent: Dragon,Fortitude V
6,방어,15,액티브,오리엔탈,SHIHYUN,332,2324,498,3489,5813,6256,시크릿 티무르,억압 V,Secret Timur,Suppress V
6,방어,15,패시브,미스터리,옹달,330,2315,498,3486,5801,6239,마몬,반격 V,Mammon,Retaliate V
6,방어,17,액티브,오리엔탈,NINGU,332,2324,496,3476,5800,6199,아이돌 몽달,불굴 V,Idol Bachelor Ghost,Fearless V
6,회복,12,액티브,미스터리,whoisshe,413,2897,414,2898,5795,6398,바니 미우,징벌 V,Bunny Miu,Punish V
6,방어,18,액티브,미스터리,김치도살자,330,2315,496,3474,5789,6334,팅커벨,재생 V,Tinker Bell,Regenerate V
6,방어,17,패시브,판타지,CTYPE,330,2314,496,3474,5788,6183,DM 쇼븐,수호 V,DM Shoven,Guard V
6,회복,17,액티브,SF,마신황제,413,2892,413,2894,5786,6344,무인도의 노틸러스,치유 V,Uninhabited Nautilus,Heal V
6,공격,18,액티브,SF,나묘,495,3470,330,2315,5785,6205,해군 피오나,속공 V,Navy Fiona,Swipe V
6,회복,18,액티브,판타지,Fel,413,2892,412,2885,5777,6244,콤모두스,징벌 V,Commodus,Punish V
6,방어,19,액티브,판타지,"엉덩국, NINGU",330,2314,494,3461,5775,6075,존슨 더 마스터,방어 V,Johnson the Master,Protection V
6,회복,17,액티브,SF,hakusai,412,2888,411,2879,5767,6355,무인도의 에디슨,치료 V,Uninhabited Edison,Cure V
6,회복,18,액티브,SF,지유미,411,2879,412,2888,5767,6206,해적 포드,치유 V,Pirate Ford,Heal V
6,회복,19,액티브,미스터리,체리핀,412,2883,411,2882,5765,6076,래플스,참회 V,Raffles,Repent V
6,공격,17,액티브,판타지,티루,494,3458,329,2305,5763,6176,카타리나,흡혈 V,Katarina,Drain V
6,공격,18,액티브,SF,KEIrare,491,3440,329,2303,5743,6118,맥아더,고양 V,MacArthur,Enhance V
6,방어,16,액티브,판타지,anco,328,2297,491,3443,5740,6487,예식의 크로셀,불굴 V,Crocell at Ceremony,Fearless V
6,공격,17,액티브,오리엔탈,"이말년, 제뉴",491,3437,328,2302,5739,6393,말년의 오정,강타 V,Sha Wujing of Zilioner,Smite V
6,공격,19,액티브,SF,10B.p,491,3440,328,2299,5739,6073,레이스,속공 V,Lace,Swipe V
6,공격,17,액티브,미스터리,ICE,491,3442,328,2297,5739,6359,아르테미도로스,속공 V,Artemidorus,Swipe V
6,공격,18,액티브,미스터리,지유미,491,3442,328,2297,5739,6124,미믹,흡혈 V,Mimic,Drain V
6,공격,16,액티브,SF,ZIS,492,3444,327,2293,5737,6512,파티의 테슬라,역행 V,Tesla at Party,Regress V
6,공격,16,액티브,미스터리,GAMBE,491,3442,328,2295,5737,6433,복수의 맥베스,흡혈 V,Macbeth,Drain V
6,방어,16,패시브,미스터리,마끼아또,328,2297,491,3440,5737,6394,느와르 조르게,수호 V,Noir. Sorge,Guard V
6,방어,16,패시브,오리엔탈,롸엘,328,2297,491,3440,5737,6459,PM 장자,응원 V,PM. ZhuangZi,Support V
6,회복,16,액티브,판타지,새우초밥,410,2870,409,2867,5737,6502,기근의 흑기사,정화 V,The Black Horseman of the Apocalypse,Purify V
6,회복,16,액티브,SF,먹는빵,410,2873,409,2864,5737,6409,치우,친목 V,Chiyou,Amity V
6,회복,16,패시브,SF,나묘,410,2870,409,2866,5736,6466,® 천칭궁,안위 V,® Libra,Empower V
6,회복,16,액티브,SF,새우초밥,409,2862,410,2873,5735,6493,큐,친목 V,Q,Amity V
6,회복,16,액티브,미스터리,imp,408,2861,410,2873,5734,6477,물놀이 실비아,치료 V,Waterpark Sylvia,Cure V
5,공격,15,액티브,판타지,GAMBE,491,3442,327,2290,5732,5332,무인도의 아스타로트,역행 IV,Uninhabited Astaroth,Regress IV
5,방어,15,액티브,미스터리,히사,327,2290,491,3442,5732,5331,무인도의 다윈,재생 IV,Uninhabited Darwin,Regenerate IV
