Number,FamilyName,GivenName,ResourceName,ImageIndex,SortOrder,AddedSeason,AddedAs,Sell,Fusion,NoneRewardCategory,RewardCategory,Cost,Sex,Faction,FusionType,Rarity,AllowSpecialView,SpecialViewType,CraftPenaltyExist,EasyBindAble,BaseCardExp,BaseExp,BaseCost,BaseHp,BaseAtk,BaseMaxLevel,MaxHp,MaxAtk,EnhanceCount,EnhanceIncRate,EvolveCount,EvolveIncLevel,EvolveReqPoint,Passive,SkillIndex,SkillLevel,PassiveSkillIndex,PassiveSkillLevel,Role,PortraitWidth,PortraitHeight,PortraitOffsetX,PortraitOffsetY,SpineScale,CollectionInvisible,WayToGet,CardDesc,Illustrator,WornItemNumber
5037,,캐서린 하워드,캐서린하워드,5037,50370,[0],Login,1,1,,"[59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15,0,2,0,5,,,true,true,0,5000,3500,230,347,60,1054,1588,5,7,2,20,"[10000, 15000, 2000000000]",0,2001,4,0,0,Dealer,512,512,0,0,0,0,Event,"불행한 결혼 생활 끝에, 자신의 남편에게 처형당한 왕비.
그 원한이 문제가 되었던 것인지, 자신의 결백을 주장하기 위한 것인지 유령이 되어 수백 년간 대저택을 떠돌고 있다고 한다.

원전: 괴담",Mirunai,"[0, 0, 0, 0]"
5038,,성 발렌티노,성발렌티노,5038,50380,[0],Monster,1,1,,"[59, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0]",12,0,3,0,5,,,true,true,0,5000,3500,265,264,60,1213,1211,5,7,2,20,"[10000, 15000, 2000000000]",0,3005,4,0,0,Healer,512,512,0,0,0,0,Event,"커플을 축복하는 발렌타인데이의 성인.
달콤한 초콜릿으로 연인들의 사랑이 영원하기를 기원해준다고 한다.
워낙 덜렁거리는 성격 탓에 주변에서 챙겨주지 않으면 발렌타인데이를 빼먹고 지나가기가 일쑤.
산타클로스와는 술친구라고 한다. 

원전: 성인",나크비,"[0, 0, 0, 0]"
5039,,퀸 세헤라자데,퀸세헤라자데,5039,50390,[0],Gift,1,1,,"[59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,0,2,0,5,,,true,,0,5000,3500,282,283,60,1291,1295,5,7,2,20,"[10000, 15000, 2000000000]",0,3004,4,0,0,Healer,512,512,0,0,0,0,Event,"먼 시공 속의 차원에 기록된 어떤 여왕의 기록.차원의 노이즈가 심해 자세한 것은 알 수 없으나, 단 한마디의 문장만이 남겨져 있다.
“……여왕을 축하할 수 있는 자격, 혹은 위로할 수 있는 자격은 오직 여왕에게만 있다. 우리는 그저 엎드려 그녀를 기릴 뿐.”

원전: ????",밀크티,"[0, 0, 0, 0]"
5040,,사마의,사마의,5040,50400,[0],Normal,1,1,,"[51, 0, 56, 0, 0, 0, 540, 0, 0, 0, 0, 0]",11,0,1,0,5,,,,,0,5000,3500,225,339,60,1030,1551,5,7,2,20,"[10000, 15000, 2000000000]",1,12004,4,0,0,Dealer,512,512,0,0,0,0,Premium,"고대의 전쟁에서 활약했던 군사.
놀라운 통찰력과 과감한 결단력, 몇 수를 앞서가는 전략으로 수많은 전쟁에서 승리를 거둔 인물.
일생의 단 한 명의 라이벌이 있다고 알려져 있으며, 언젠가 그 라이벌과 제대로 된 싸움을 벌일 날을 기다리고 있다고 한다.

원전: <삼국지연의>",오드,"[101, 0, 0, 0]"
5041,,적인걸,적인걸,5041,50410,[0],Normal,1,1,,"[51, 0, 56, 0, 53, 0, 540, 0, 0, 0, 0, 0]",9,1,4,0,5,,,,,0,5000,3500,319,214,60,1463,980,5,7,2,20,"[10000, 15000, 2000000000]",0,1005,4,0,0,Tanker,512,512,0,0,0,0,Premium,"냉철한 지성과 뜨거운 열정으로 수많은 사건을 해결해 낸 젊은 탐정.
다른 탐정들과의 차이점은 역시 국가 공무원이라는 것이다! 때문에 몇몇 가난한 사립탐정들은 그의 철밥통을 부러워한다고.
자신의 경쟁자는 셜록 홈즈라고 믿고 있고, 몇 번 대결을 신청한 적도 있으나, 인간혐오에 빠져 있는 홈즈는 전혀 신경 쓰지 않는 듯하다.

원전: 중국사",섶,"[0, 0, 0, 6001]"
5042,,크리스티안,크리스티안,5042,50420,[0],Normal,1,1,,"[51, 52, 56, 57, 0, 0, 540, 0, 0, 0, 0, 0]",14,0,2,0,5,,,,,0,5000,3500,328,327,60,1501,1499,5,7,2,20,"[10000, 15000, 2000000000]",1,13006,4,0,0,Healer,512,512,0,0,0,0,Premium,"먼 왕국에 기록되어 있는 천연계 임금님.
패션에 관심이 많아서 옷을 사모으는 취미가 있지만, 정도가 심해서 국가 재정이 바닥날 정도였다고 한다.
그녀의 낭비벽을 파악한 사기꾼이 착한 사람에게만 보이는 옷을 만들어 바쳤고, 보이지 않는 옷을 입고 나갔다가 자신이 속았다는 걸 깨닫고 부끄러워 어쩔 줄 몰라한다.

원전: <벌거벗은 임금님>",박냠,"[0, 0, 0, 6001]"
5043,,밀라디,밀라디,5043,50430,[0],Normal,1,1,,"[51, 0, 56, 0, 0, 0, 540, 0, 0, 0, 0, 0]",16,0,2,0,5,,,,,0,5000,3500,337,338,60,1544,1548,5,7,2,20,"[10000, 15000, 2000000000]",0,3002,4,0,0,Healer,512,512,0,0,0,0,Premium,"수녀 출신이었으나 절도범으로 성장하여 스파이가 된 미녀.
온갖 계략과 술수에 능하며 사람의 심리를 꿰뚫어볼 줄 아는 명민함을 가졌다.
수녀와 스파이라는 양극단을 오가는 직업 덕분인지, 간혹 공동의 목표를 위해 팀을 이루더라도 언제 뒤통수를 치고 배신할지 모르는 불안감이 따라다니는 불편한 인물이다.

원전: <삼총사>",하이미,"[102, 0, 0, 0]"
5044,,선녀,선녀,5044,50440,[0],Normal,1,1,,"[51, 52, 56, 57, 0, 0, 540, 0, 0, 0, 0, 0]",11,0,1,0,5,,,,,0,5000,3500,278,279,60,1276,1278,5,7,2,20,"[10000, 15000, 2000000000]",0,3006,4,0,0,Healer,512,512,0,0,0,0,Premium,"지상으로 온천욕을 즐기러 온 천계의 미녀.
날개옷을 아무 데나 벗어두는 버릇이 있어서 변태들의 좋은 먹잇감이 된다고 한다.

원전: 한국 신화",STUDIO NCG,"[0, 0, 0, 6001]"
5045,,잔다르크,잔다르크,5045,50450,[0],Normal,1,1,,"[51, 0, 56, 0, 53, 0, 540, 0, 0, 0, 0, 0]",12,0,2,0,5,,,,,0,5000,3500,365,243,60,1672,1113,5,7,2,20,"[10000, 15000, 2000000000]",0,1002,4,0,0,Tanker,512,512,0,0,0,0,Premium,"순박한 농촌 소녀였으나, 계속되는 전쟁에 지쳐 스스로 기사가 되기로 마음먹는다.
순식간에 전장을 장악하고 적들을 쓰러트려 승리의 히로인이 되지만, 오히려 그런 그녀의 강력함을 두려워한 아군의 모함에 빠져 감옥에 갇혀 화형 될 날을 기다리고 있다.
승리를 위해 목숨을 바쳤지만, 정작 그녀가 진정으로 원했던 것이 무엇이었는지는 아무도 알지 못하게 되었다.

원전: 역사",Cocoon,"[0, 0, 0, 6001]"
5046,,조로아스터,조로아스터,5046,50460,[0],Normal,1,1,,"[51, 52, 56, 57, 0, 0, 540, 0, 0, 0, 0, 0]",10,0,1,0,5,,,,,0,5000,3500,214,320,60,981,1465,5,7,2,20,"[10000, 15000, 2000000000]",0,2006,4,0,0,Dealer,512,512,0,0,0,0,Premium,"불꽃을 다루는 정의의 마법사.
언제 어디서든 원하는 형태의 불꽃을 만들어 낼 수 있기 때문에 배화의 마술사라고 불린다.
어릴 적에는 발화 능력을 이용해서 무차별 방화를 저지르고 다니다가, 어떤 계기로 인해 자신의 죄를 참회하고 정의의 길을 걷기로 결심했다.

원전: 중동 신화",다군,"[0, 0, 0, 6001]"
5047,,한니발,한니발,5047,50470,[0],Normal,1,1,,"[51, 0, 56, 0, 53, 0, 540, 0, 0, 0, 0, 0]",9,0,4,0,5,,,,,0,5000,3500,314,210,60,1437,962,5,7,2,20,"[10000, 15000, 2000000000]",0,1001,4,0,0,Tanker,512,512,0,0,0,0,Premium,"위대한 대제국을 멸망 직전까지 몰아넣은 장군.
당시에는 아무도 상상할 수 없었던, 대설산을 횡단하는 전략적 우회기동으로 적들을 혼란에 빠트렸다.
사려 깊은 전략가 타입으로, 적과 아군 모두에게 존경받는 존재.

원전: 역사",R.알니람,"[0, 0, 0, 6001]"
5048,,오데트,오데트,5048,50480,[0],Normal,1,1,,"[51, 0, 56, 0, 53, 0, 540, 0, 0, 0, 0, 0]",9,0,2,0,5,,,,,0,5000,3500,258,259,60,1182,1188,5,7,2,20,"[10000, 15000, 2000000000]",1,13006,4,0,0,Healer,512,512,0,0,0,0,Premium,"저주에 걸려 백조가 된 소녀.
애수에 젖은 얼굴에 속으면 곤란하다. 그녀는 구제할 길 없는 백수이며, 삶의 모토는 '일하면 지는 거야.'니까.
밤에만 사람으로 돌아오기 때문에, 낮에는 백조가 되어 실컷 자다가 밤이 되어 인간의 모습으로 돌아오면 어디론가로 놀러 나간다고 한다.
그녀가 백조가 된 것은 여러 의미로 운명이 아니었을까.

원전: <백조의 호수>",호사,"[0, 0, 0, 6001]"
5049,,모스맨,모스맨,5049,50490,[0],Normal,1,1,,"[51, 0, 56, 0, 0, 0, 540, 0, 0, 0, 0, 0]",13,0,4,0,5,,,,,0,5000,3500,258,387,60,1181,1771,5,7,2,20,"[10000, 15000, 2000000000]",0,2007,4,0,0,Dealer,512,512,0,0,0,0,Premium,"자칭 슈퍼 히어로.
악의 무리를 응징하기 위해 여기저기 출몰하고 있지만 주위 사람들에게 민폐만 끼치는 말썽쟁이.
바보라서 그런지 높은 데를 좋아한다.
다리나 옥상 등에서 담요를 펄럭거리고 있으면 사람들이 놀라 도망치는 광경이 즐거운 듯.

원전: 도시 괴담",NINGU,"[104, 0, 0, 0]"
5050,,멤피스벨,멤피스벨,5050,50500,[1],Login,1,1,,"[59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,0,3,0,5,,,true,true,0,5000,3500,232,347,60,1063,1588,5,7,2,20,"[10000, 15000, 2000000000]",0,2002,4,0,0,Dealer,512,512,0,0,0,0,Event,"폭격 전문가.
등 뒤의 거대한 배낭에 폭탄을 가득 싣고 배달을 간다.
전차들의 아이돌로, 특히 셔먼은 그녀의 강력한 팬이다.
허둥거릴 때가 많아서 가끔 폭탄을 잃어버리기도 하지만, 아직까진 큰 문제는 없는 듯하다.

원전: 세계2차대전사",DINO,"[0, 0, 0, 0]"
5051,,촉룡,촉룡,5051,50510,[1],Normal,1,1,,"[51, 52, 56, 57, 0, 0, 540, 0, 0, 0, 0, 0]",15,0,1,0,5,,,,,0,5000,3500,278,417,60,1273,1911,5,7,2,20,"[10000, 15000, 2000000000]",0,2001,4,0,0,Dealer,512,512,0,0,0,0,Premium,"낮과 밤, 계절과 자연의 질서를 통제하는 상위 차원의 신수.
세상만사가 귀찮고 그래서 무심하기까지 한 권태로움의 결정체.
그녀를 가만히 지켜보고 있기만 해도 알 수 없는 나른함에 사로잡힐 정도다.
그러나 그녀의 통찰력은 예지의 수준으로, 많은 사람들에게 지혜의 길잡이가 되어주고 있다.

원전: <산해경>",나크비,"[0, 0, 0, 6001]"
5052,,사라수대왕,사라수대왕,5052,50520,[1],Monster,1,1,,"[59, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0]",9,1,1,0,5,,,true,true,0,5000,3500,277,184,60,1270,842,5,7,2,20,"[10000, 15000, 2000000000]",0,1006,4,0,0,Tanker,512,512,0,0,0,0,Event,서천을 다스리는 왕.속칭 무당왕.최초의 박수무당으로 알려져 있다.그가 가지고 있는 서천 꽃밭에는 사람을 되살릴 수 있는 신비한 꽃이 자라고 있다고 한다.원전: <안락국태자경>,MORRY,"[0, 0, 0, 0]"
5053,,크롬웰,크롬웰,5053,50530,[1],WorldBoss,1,1,,"[580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,0,4,0,5,,,true,,0,5000,3500,347,230,60,1588,1055,5,7,2,20,"[10000, 15000, 2000000000]",0,1008,4,0,0,Tanker,512,512,0,0,0,0,Event,"왕의 목을 베는 자. 
통칭 반왕.
왕을 끌어내려 목을 치는 반역과 혁명의 상징.
그녀가 등장할 때마다 폭풍이 몰아치기 때문에 폭풍의 크롬웰이라고 불린다.
폭군이 세상을 어지럽힐 때 폭풍과 함께 나타나 왕의 목을 가지고 돌아간다고 알려져 있다.

원전: 영국사",Mirunai,"[0, 0, 0, 0]"
5054,,칼리굴라,칼리굴라,5054,50540,[1],Monster,1,1,,"[59, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0]",12,0,2,0,5,,,true,true,0,5000,3500,216,323,60,989,1479,5,7,2,20,"[10000, 15000, 2000000000]",0,2003,4,0,0,Dealer,512,512,0,0,0,0,Event,"원래는 인자하고 귀여운 미소녀였으나, 열병을 앓고 난 뒤 미쳐버린 황제.
자신의 신하, 가족, 형제, 이웃 등을 가리지 않고 처형하거나 노예로 부렸다.
늘 즐겁다는 듯이 웃고 있으나, 그녀의 본성을 아는 자에겐 그 웃음은 공포와 절망의 상징이다.

원전: 로마사",레나,"[0, 0, 0, 0]"
5055,,사자왕 리차드,사자왕리차드,5055,50550,[1],Normal,1,1,,"[51, 0, 56, 0, 0, 0, 540, 0, 0, 0, 0, 0]",15,0,2,0,5,,,,,0,5000,3500,413,276,60,1892,1265,5,7,2,20,"[10000, 15000, 2000000000]",1,11005,4,0,0,Tanker,512,512,0,0,0,0,Premium,"기록되어 있는 왕들의 데이터 중 가장 극렬한 폭력성을 가진 왕.
통칭 사자왕. 사자의 심장을 가졌다고 알려져 있으며, 전쟁에서 누구보다 더 많이 검을 휘두르는 광기의 전사이기도 하다.
그러나 무서운 외모와는 달리 말투는 사근사근하다고 하는데, 워낙 말이 없는 인물이라 확인되지는 않았다.

원전: 영국사",죽돌이가싫어,"[0, 0, 0, 6001]"
5056,,장미,장미,5056,50560,[2],WorldBoss,1,1,,"[580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,0,2,0,5,,,true,,0,5000,3500,324,323,60,1484,1479,5,7,2,20,"[10000, 15000, 2000000000]",0,3001,4,0,0,Healer,512,512,0,0,0,0,Event,"꽃의 차원에 기록되어 있는 장미의 정령.
기품있고 고고한 아가씨.
부드럽지만 가시 돋친 말을 자주 하기 때문에 처음 보는 사람이라면 거리를 두게 될지도 모른다.
그러나 사실은 속마음을 솔직하게 표현하지 못해서 그런 것이고, 친절하게 대응해준다면 부끄러워하는 얼굴을 보게 될지도 모른다.

원전: 꽃",달랑게,"[0, 0, 0, 0]"
5057,,에델바이스,에델바이스,5057,50570,[2],Monster,1,1,,"[59, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0]",11,0,4,0,5,,,true,true,0,5000,3500,207,312,60,949,1430,5,7,2,20,"[10000, 15000, 2000000000]",0,2004,4,0,0,Dealer,512,512,0,0,0,0,Event,"꽃의 차원에 기록되어 있는 에델바이스의 정령.
멍한 표정으로 허공을 응시하다가 미소 짓는 일이 많아 어쩐지 무서운 부분이 있다.
말투가 느릿느릿해서 성격 급한 사람이라면 답답함을 느낄지도 모르지만, 지내다 보면 의외의 센스에 감탄하게 될 것이다.

원전: 꽃",쥰쥰,"[0, 0, 0, 0]"
5058,,튤립,튤립,5058,50580,[2],Monster,1,1,,"[59, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0]",13,0,2,0,5,,,true,true,0,5000,3500,279,278,60,1277,1273,5,7,2,20,"[10000, 15000, 2000000000]",0,3004,4,0,0,Healer,512,512,0,0,0,0,Event,"꽃의 차원에 기록되어 있는 튤립의 정령.
언제나 자신감 넘치는 모습으로 모두의 동경 대상이 되는 아가씨.
감정을 속에 담아두지 않고, 싫은 건 싫다고 분명하게 말하는 성격과 시원시원하고 청량감 있는 목소리 덕분에 다른 정령들에게도 인기가 높다.
리더 역할을 떠안을 때가 많아서 은근히 손해 보는 스타일인 듯하다.

원전: 꽃",Cu-rim,"[0, 0, 0, 0]"
5059,,수선화,수선화,5059,50590,[2],Normal,1,1,,"[51, 52, 56, 57, 0, 0, 540, 0, 0, 0, 0, 0]",16,1,4,0,5,,,,,0,5000,3500,280,421,60,1284,1928,5,7,2,20,"[10000, 15000, 2000000000]",0,2005,4,0,0,Dealer,512,512,0,0,0,0,Premium,"나르키소스와 똑같이 생긴 정령.
성격과 외모, 목소리 등 모든 게 닮았기 때문에 처음 보는 사람이라면 나르키소스와 헷갈릴지도 모른다.
어디서 왔는지 알 수 없어 이 아이에 대한 무성한 소문이 있는 듯하다.

원전: 꽃",쌀맨,"[0, 0, 0, 6001]"
5060,,해바라기,해바라기,5060,50600,[2],Normal,1,1,,"[51, 0, 56, 0, 0, 0, 540, 0, 0, 0, 0, 0]",11,0,4,0,5,,,,,0,5000,3500,358,238,60,1640,1093,5,7,2,20,"[10000, 15000, 2000000000]",0,1005,4,0,0,Tanker,512,512,0,0,0,0,Premium,"꽃의 차원에 기록되어 있는 해바라기의 정령.
몸을 움직이는 것을 좋아하는 쾌활한 소녀. 검게 그을린 피부는 건강미를 느끼게 해준다.
섬세하지 못하고 단순하다면 단순한 성격 덕분에 큰 걱정과 고민 없이 지내고 있다.

원전: 꽃",10B.p,"[104, 0, 0, 0]"
5061,,아리스토텔레스,아리스토텔레스,5061,50610,[3],Normal,1,1,,"[51, 52, 56, 57, 0, 0, 540, 0, 0, 0, 0, 0]",13,0,2,0,5,,,,,0,5000,3500,323,324,60,1478,1483,5,7,2,20,"[10000, 15000, 2000000000]",1,13006,4,0,0,Healer,512,512,0,0,0,0,Premium,"아카데메이아의 학자.
플라톤의 가장 신뢰받는 수제자이나, 어딘가 위험한 분위기를 풍기는 동인녀.
자기 말로는 백합, 장미 가리지 않는 잡식성이라고 한다.
상당히 이상해 보이는 여자지만, 의외로 많은 부분에서 성과를 내고 있는 엘리트 학자이다.

원전: 철학자",NINGU,"[0, 0, 0, 6001]"
5062,,디오게네스,디오게네스,5062,50620,[3],Monster,1,1,,"[59, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0]",13,0,2,0,5,,,true,true,0,5000,3500,277,277,60,1269,1271,5,7,2,20,"[10000, 15000, 2000000000]",0,3006,4,0,0,Healer,512,512,0,0,0,0,Event,"아카데메이아에 소속되지 않은 철학자. 
항아리 안에서 누더기를 덮고 살고 있다. 알몸으로 강아지와 함께 뒹구는 것을 좋아하기 때문에 거리의 부랑자로 보일 수도 있지만, 사실 모든 사유와 관념을 거부하는 견유학파의 원로.
플라톤을 무척 싫어하는 듯하다.

원전: 철학자",NINGU,"[0, 0, 0, 0]"
5063,,마담 퀴리,마담퀴리,5063,50630,[3],WorldBoss,1,1,,"[580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,0,3,0,5,,,true,,0,5000,3500,264,395,60,1210,1810,5,7,2,20,"[10000, 15000, 2000000000]",0,2006,4,0,0,Dealer,512,512,0,0,0,0,Event,"아카데메이아에 있다가 탈퇴한 학자.
원래는 화학과 관련된 연구를 계속하다가, 자신이 발견한 물질로 대량살상무기가 만들어지자 그 죄책감을 이기지 못하고 아카데메이아에서 나와버렸다.
남편이 있었던 것으로 알려져 있으나 거기에 대해서는 자세히 알려져 있지 않고, 본인도 말하는 것을 극구 꺼리고 있다.

원전: 과학자",죤디,"[0, 0, 0, 0]"
5064,,허블,허블,5064,50640,[3],Login,1,1,,"[59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,0,3,0,5,,,true,true,0,5000,3500,336,224,60,1537,1025,5,7,2,20,"[10000, 15000, 2000000000]",1,11004,4,0,0,Tanker,512,512,0,0,0,0,Event,"아카데메이아의 학자.
천문학 담당이며, 우주의 신비를 규명하는 작업에 열심히 참여하고 있다.
사람들에게 도움을 주는 것을 즐기는 성격 때문에 여기 저기로 많이 불려나간다.
자신의 이름을 딴 거대한 망원경을 가지고 있으며, 이걸로 별을 관측하는 것이 취미.

원전: 과학자",로리바람,"[0, 0, 0, 0]"
5065,,에니그마,에니그마,5065,50650,[3],Normal,1,1,,"[51, 52, 56, 57, 0, 0, 540, 0, 0, 0, 0, 0]",14,0,3,0,5,,,,,0,5000,3500,264,394,60,1209,1805,5,7,2,20,"[10000, 15000, 2000000000]",0,2001,4,0,0,Dealer,512,512,0,0,0,0,Premium,"아카데메이아의 학자.
암호학 담당이며, 강철 전쟁에도 참가한 적이 있는 참전 용사이다.
유쾌한 성격과 귀여운 외모 덕분에 아카데메이아 안에서도 인기가 많은 편.
그러나 자신은 인지하지 못했지만 오랜 전쟁으로 인한 외상후 스트레스 장애를 가지고 있는 것으로 보인다.

원전: 세계2차대전사",HICHI,"[0, 0, 0, 6001]"
5066,,몽고메리,몽고메리,5066,50660,[3],Monster,1,1,,"[59, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0]",14,0,3,0,5,,,true,true,0,5000,3500,360,239,60,1648,1094,5,7,2,20,"[10000, 15000, 2000000000]",1,11003,4,0,0,Tanker,512,512,0,0,0,0,Event,"아카데메이아의 학자.
기갑 전술의 전문가이며, 강철 전쟁에서 큰 공을 세운 장군.
하지만 가장 자신있어하는 것은 신병교육이라고 한다.
강철같은 의지와 냉철한 안목으로 전장을 지배하는 훌륭한 지휘관의 표본.
차를 즐기는 성격으로, 전쟁터 한가운데에서도 차를 마시는 기행을 저지른다고 한다.
기마 전술의 전문가인 티무르와는 죽이 잘 맞는 편.

원전: 세계2차대전사",망르,"[0, 0, 0, 0]"
5067,교복,아스타로트,교복아스타로트,5067,50670,[5],Monster,1,1,,"[59, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0]",13,0,2,0,5,,,true,true,0,5000,3500,335,223,60,1536,1023,5,7,2,20,"[10000, 15000, 2000000000]",0,1003,4,0,0,Tanker,512,512,0,0,0,0,Event,"학생들의 차원에서 발견된, 오컬트에 푹 빠져있는 소녀.
오컬트 부장을 맡고 있는데, 악마를 한번이라도 만나보는 것이 소원인듯.  매일밤 으슥한 곳에서 악마를 소환하기 위한 의식을 치룬다고 한다.
오컬트 부장답게 마법을 쓸줄 안다는 소문이 있는데, 확인되지는 않았다.

원전: 악마",망르,"[0, 0, 0, 0]"
5068,교복,소유즈,교복소유즈,5068,50680,[5],Monster,1,1,,"[59, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0]",12,0,3,0,5,,,true,true,0,5000,3500,273,273,60,1252,1253,5,7,2,20,"[10000, 15000, 2000000000]",1,13007,4,0,0,Healer,512,512,0,0,0,0,Event,"학교의 차원에서 발견된 우주 매니아.
성 에레크 학교의 단 하나뿐인 우주공학부의 부장.
우주 너머로 날아가려는 것이 목표인 듯 오늘도 로켓 제작에 여념이 없다.
다만 그 능력이 검증된 것은 아니라서 그녀의 꿈이 언제 실현될지는 아무도 알 수 없다.

원전: 우주선",문어인간,"[0, 0, 0, 0]"
5069,교복,길가메시,교복길가메시,5069,50690,[5],WorldBoss,1,1,,"[580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,0,2,0,5,,,true,,0,5000,3500,275,412,60,1260,1888,5,7,2,20,"[10000, 15000, 2000000000]",0,2002,4,0,0,Dealer,512,512,0,0,0,0,Event,"성 에레크 학교의 학생회장이자 지배자.  호탕하고 과감한 성격으로 세세한 것은 별로 개의치 않는 대인배.
지배자로서는 카리스마와 위엄을 내세워서 지배하는 타입인 것 같다.
전략과 기만책을 활용하는 세인트 아이작 스쿨의 뉴턴과는 라이벌 관계에 있다.
특유의 카리스마 때문에 원래는 왕의 자질을 가지고 있었다는 얘기도 있다.
그녀의 집무실에는 학생들에게서 받은 선물이 가득 쌓여있다고 한다.

원전: 메소포타미아 신화",ZB,"[0, 0, 0, 0]"
5070,교복,그렌델,교복그렌델,5070,50700,[5],Normal,1,1,,"[51, 52, 56, 57, 0, 0, 540, 0, 0, 0, 0, 0]",14,0,2,0,5,,,,,0,5000,3500,326,327,60,1495,1497,5,7,2,20,"[10000, 15000, 2000000000]",0,3007,4,0,0,Healer,512,512,0,0,0,0,Premium,"학교의 차원에서 발견된 소녀.
식물을 기르는데 천부적인 재능이 있다고 해서 아이작 스쿨의 원예부장을 맡고 있다.
자연과 교감하는 능력이 뛰어나서 다른 동물들을 사육하기도 한다.

원전: <베오울프>",snavi,"[0, 6005, 0, 6001]"
5071,교복,케이론,교복케이론,5071,50710,[5],Normal,1,1,,"[51, 0, 56, 0, 0, 0, 540, 0, 0, 0, 0, 0]",11,0,2,0,5,,,,,0,5000,3500,352,235,60,1612,1076,5,7,2,20,"[10000, 15000, 2000000000]",0,1001,4,0,0,Tanker,512,512,0,0,0,0,Premium,"학교의 차원에서 발견된 소녀.
성 에레크 학교와 세인트 아이작 스쿨 어느쪽에도 소속되어 있지 않는 제 3의 학교 출신.
과거의 그녀의 행적은 자세하게 기록되어 있지 않지만, 선도부, 사격부, 기마부의 부장이면서 동시에 학생 회장이었다고 한다.
그녀의 출중한 재능 때문에 수많은 학교에서 전학 제의가 들어왔다고 하지만, 어느 것도 그녀의 마음을 움직이게 하는 제안은 없었다고 한다.

원전: 그리스 신화",Echtray,"[102, 6005, 0, 0]"
5072,마법소녀,콩쥐,마법소녀콩쥐,5072,50720,[4],Monster,1,1,,"[59, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0]",11,0,1,0,5,,,true,true,0,5000,3500,214,320,60,981,1467,5,7,2,20,"[10000, 15000, 2000000000]",1,12004,4,0,0,Dealer,512,512,0,0,0,0,Event,"마법소녀 차원에서 활약하고 있는 마법소녀 자매의 언니.
동생과는 달리 다정다감하고 친절한 성격 때문에 주변에서 인기가 많다.
공격 속성은 빛.
늘 웃고 있는 얼굴이지만, 화나면 무섭다고 한다.
동생의 증언에 따르면 언니의 모습은 가식일 뿐이고, 진정한 모습을 보게 된다면 다들 두려움에 떨게 될 거라고 한다.

원전: <콩쥐 팥쥐>",마끼아또,"[0, 0, 0, 0]"
5073,마법소녀,모로,마법소녀모로,5073,50730,[4],Monster,1,1,,"[59, 0, 0, 0, 0, 0, 0, 510, 0, 0, 0, 0]",11,0,4,0,5,,,true,true,0,5000,3500,267,266,60,1224,1218,5,7,2,20,"[10000, 15000, 2000000000]",0,3001,4,0,0,Healer,512,512,0,0,0,0,Event,"큐라레 마법도서관에 지내고 있는 모로 박사가 마법소녀의 매지컬 파워로 변신한 모습.
자칭 주사기 괴인
평소와는 비교도 할 수 없는 더 강력한 파워로 무장하고 있어서 자신만만해하고 있다.
어쩐지 음흉한 음모를 꾸미고 있는 것 같기도 한데, 성공할 수 있을지는 미지수.

원전: <모로 박사의 섬>",새끼늑대,"[0, 0, 0, 0]"
5074,마법소녀,비너스,마법소녀비너스,5074,50740,[4],WorldBoss,1,1,,"[580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13,0,2,0,5,,,true,,0,5000,3500,392,261,60,1794,1196,5,7,2,20,"[10000, 15000, 2000000000]",0,1004,4,0,0,Tanker,512,512,0,-44,0,0,Event,"마법소녀의 차원에서 발견된 마법소녀.
마법소녀들의 아이돌이자 리더.
강력한 피지컬 파워로 무장하고 있는 마법소녀 세계의 독보적인 존재.
피지컬 파워를 얻기 전에는 귀여운 소녀의 모습이었다는 증언이 있다.

원전: <그리스 신화>",이규장,"[0, 0, 0, 0]"
