ZoneNumber,ZoneName,TagName,ZoneSubType,EnterSp,AlwaysVisible,LimitLevel,PlayAgain,AvatarType,DailyCountExist,DailyGroup,DailyBossExist,DailyFactionCheck,ExpGain,MoneyGain,FirstClearItem,FirstClearCard,FirstClearReward,ClearItem,ClearCard,ClearReward,FirstClearExp,FirstClearEventPoint,FirstClearMoney,ClearExp,ClearEventPoint,ClearMoney,BossInfo,BossReward,PopupId,PopupArgs,Percent_EventPoint,Event_EventPoint,Percent_ExpLucky,Event_ExpLucky,Percent_MoneyLucky,Event_MoneyLucky,Percent_Raid,Event_Raid,Percent_Raid2,Event_Raid2,Percent_BonusSP,Event_BonusSP,Percent_ItemFix,Event_ItemFix,Percent_ItemFix2,Event_ItemFix2,Percent_ItemFix3,Event_ItemFix3,Percent_ItemRandom,Event_ItemRandom,Percent_Piece,Event_Piece,Percent_Friend,Event_Friend,Percent_PvP,Event_PvP,Percent_RandomBranch,Event_RandomBranch,Percent_Non,MapFileName,ThumbnailName,BgmName,BattleImage,ZoneInfoDesc,AdventureSkipConditionStat
12127,용왕의 거처 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 15]",25,"[10132, 15]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Temple_1.json,thumb_temple_scene,bgm_adv_gag,Temple_battle,,0
12128,용궁 안 산호길 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 15]",25,"[10132, 15]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,UnderWater_1.json,thumb_underwater_battle,bgm_adv_wilderness,UnderWater_battle,,0
12129,용궁 안 산호길 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 16]",25,"[10132, 16]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,UnderWater_1.json,thumb_underwater_battle,bgm_adv_wilderness,UnderWater_battle,,0
12130,용궁에 온 토끼,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 16]",25,"[10132, 16]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Temple_1.json,thumb_temple_scene,bgm_adv_gag,Temple_battle,,0
12131,용궁 정원 가는 길 ,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 16]",25,"[10132, 16]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Temple_1.json,thumb_temple_scene,bgm_adv_gag,Temple_battle,,0
12132,용궁 정원 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 17]",25,"[10132, 17]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Flowerfield_1.json,thumb_forestpath_scene,bgm_adv_indoors,ForestPath_battle,,0
12133,용궁 정원 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2108],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 17]",25,"[10132, 17]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Flowerfield_1.json,thumb_forestpath_scene,bgm_adv_indoors,ForestPath_battle,,0
12134,별주부의 사과,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 17]",25,"[10132, 17]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Flowerfield_1.json,thumb_forestpath_scene,bgm_adv_indoors,ForestPath_battle,,0
12135,용궁 출구로 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 18]",25,"[10132, 18]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Temple_1.json,thumb_temple_scene,bgm_adv_wilderness,Temple_battle,,0
12136,용궁 출구로 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 18]",25,"[10132, 18]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Temple_1.json,thumb_temple_scene,bgm_adv_wilderness,Temple_battle,,0
12137,안녕히 용궁사람들,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 19]",25,"[10132, 19]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,UnderWater_1.json,thumb_underwater_battle,bgm_adv_wilderness,UnderWater_battle,,0
12138,지상으로 가는 길,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 19]",25,"[10132, 19]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,UnderWater_1.json,thumb_underwater_battle,bgm_adv_wilderness,UnderWater_battle,,0
12139,도서관 아랫마을,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10131, 20]",25,"[10132, 20]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Fantasytown_1.json,thumb_fantasytown_scene,bgm_adv_town,FantasyTown_battle,,0
12140,에필로그: 새로운 타겟,,3,30,1,10,1,0,0,0,0,0,0,0,"[14, 1]",0,[0],[0],0,"[2110, 2, 3]",1200,0,2000,400,0,1000,"[10129, 20]",0,0,"[10, 5]",250,"[48, 432]",50,"[400, 600]",100,"[250, 450]",75,"[10131, 20]",25,"[10132, 20]",10,"[3, 5]",64,"[20069, 1]",36,"[20068, 1]",60,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",130,Fantasytown_1.json,thumb_fantasytown_scene,bgm_adv_town,FantasyTown_battle,,0
12201,에리스 집무실,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2111],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10136, 6]",25,"[10136, 6]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
12202,현관으로 가는 복도,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2111],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 6]",25,"[10136, 6]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Library_1.json,thumb_library_scene,bgm_adv_indoors,Library_battle,,0
12203,실렌 초원,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2111],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 6]",25,"[10136, 6]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Grassland_1.json,thumb_grassland_scene,bgm_adv_outdoors,GrassLand_battle,,0
12204,키리아 호수,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 7]",25,"[10136, 7]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Lakeside_1.json,thumb_lakeside_scene,bgm_adv_outdoors,LakeSide_battle,,0
12205,할리드 얼음계곡,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 7]",25,"[10136, 7]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Winterforest_1.json,thumb_winterforest_scene,bgm_adv_outdoors,WinterForest_battle,,0
12206,헬렌의 용암지대,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 7]",25,"[10136, 7]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Bridgefire_2.json,thumb_bridgefire2_scene,bgm_adv_outdoors,BridgeFire_Battle,,0
12207,취미가 차원 입구,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 8]",25,"[10136, 8]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Grassland_1.json,thumb_grassland_scene,bgm_adv_wilderness,GrassLand_battle,,0
12208,행사장 바깥쪽 공터,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 8]",25,"[10136, 8]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Flowerfield_1.json,thumb_forestpath_scene,bgm_adv_wilderness,GrassLand_battle,,0
12209,그것을 알려주마: 사채의 늪!,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 8]",25,"[10136, 8]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Flowerfield_1.json,thumb_forestpath_scene,bgm_adv_gag,GrassLand_battle,,0
12210,로봇 전시관 입구,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 9]",25,"[10136, 9]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,System_1.json,thumb_system_scene,bgm_adv_gag,System_battle,,0
12211,로봇 전시관 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 9]",25,"[10136, 9]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,System_1.json,thumb_system_scene,bgm_adv_gag,System_battle,,0
12212,로봇 전시관 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 9]",25,"[10136, 9]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,System_1.json,thumb_system_scene,bgm_adv_gag,System_battle,,0
12213,로봇 전시관 3,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2112],[0],0,[0],300,0,800,160,0,400,"[10139, 10]",0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 10]",25,"[10136, 10]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,System_1.json,thumb_system_scene,bgm_adv_gag,System_battle,,0
12214,로봇 전시관 4,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 10]",25,"[10136, 10]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,System_1.json,thumb_system_scene,bgm_adv_gag,System_battle,,0
12215,로봇 전시관 5,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 10]",25,"[10136, 10]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,System_1.json,thumb_system_scene,bgm_adv_gag,System_battle,,0
12216,컨벤션 휴게실,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 11]",25,"[10136, 11]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Temple_1.json,thumb_temple_scene,bgm_adv_town,Temple_battle,,0
12217,실내 전시장 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 11]",25,"[10136, 11]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Temple_1.json,thumb_temple_scene,bgm_adv_town,Temple_battle,,0
12218,실내 전시장 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 11]",25,"[10136, 11]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Temple_1.json,thumb_temple_scene,bgm_adv_town,Temple_battle,,0
12219,실내 전시장 3,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 12]",25,"[10136, 12]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Temple_1.json,thumb_temple_scene,bgm_adv_town,Temple_battle,,0
12220,실내 전시장 4,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 12]",25,"[10136, 12]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Temple_1.json,thumb_temple_scene,bgm_adv_town,Temple_battle,,0
12221,개방된 통로,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 12]",25,"[10136, 12]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Ruins_1.json,thumb_ruins_scene,bgm_adv_town,Ruins_battle,,0
12222,창작 만화관 1,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 13]",25,"[10136, 13]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Ruins_1.json,thumb_ruins_scene,bgm_adv_town,Ruins_battle,,0
12223,창작 만화관 2,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 13]",25,"[10136, 13]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Ruins_1.json,thumb_ruins_scene,bgm_adv_town,Ruins_battle,,0
12224,창작 만화관 3,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,"[10140, 14]",0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 14]",25,"[10136, 14]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Ruins_1.json,thumb_ruins_scene,bgm_adv_town,Ruins_battle,,0
12225,취향을 존중해요,,3,30,1,10,1,0,0,0,0,0,0,0,[0],0,"[2114, 2, 3]",[0],0,"[2114, 2, 3]",800,0,2000,400,0,1000,"[10137, 14]",0,0,"[10, 5]",250,"[48, 432]",50,"[400, 600]",100,"[250, 450]",75,"[10137, 14]",25,"[10136, 14]",10,"[3, 5]",50,"[20070, 1]",50,"[20071, 1]",60,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",130,Ruins_1.json,thumb_ruins_scene,bgm_adv_town,Ruins_battle,,0
12226,휴식공원,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 15]",25,"[10138, 15]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Flowerfield_1.json,thumb_forestpath_scene,bgm_adv_calm,GrassLand_battle,,0
12227,엄마의 마음,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 15]",25,"[10138, 15]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Flowerfield_1.json,thumb_forestpath_scene,bgm_adv_calm,GrassLand_battle,,0
12228,야외 쪽 오솔길,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 15]",25,"[10138, 15]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Grassland_1.json,thumb_grassland_scene,bgm_adv_calm,GrassLand_battle,,0
12229,코스프레 촬영장으로,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10135, 16]",25,"[10138, 16]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Grassland_1.json,thumb_grassland_scene,bgm_adv_wilderness,GrassLand_battle,,0
12230,야외 코스프레 촬영장,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10135, 16]",25,"[10138, 16]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Grassland_1.json,thumb_grassland_scene,bgm_adv_wilderness,GrassLand_battle,,0
12231,코스프레 촬영장 출구,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10135, 16]",25,"[10138, 16]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Grassland_1.json,thumb_grassland_scene,bgm_adv_wilderness,GrassLand_battle,,0
12232,특별 공연장 가는 길,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 17]",25,"[10138, 17]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_gag,RockLand_battle,,0
12233,특별 공연장,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[2113],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 17]",25,"[10138, 17]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_gag,RockLand_battle,,0
12234,나의 그녀는 아이돌,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 17]",25,"[10138, 17]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_gag,RockLand_battle,,0
12235,피노키오의 꿈,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,"[10141, 18]",0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 18]",25,"[10138, 18]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_warfare,RockLand_battle,,0
12236,꿈이 꺾인 무대 위,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 18]",25,"[10138, 18]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_warfare,RockLand_battle,,0
12237,엄마의 기적,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 19]",25,"[10138, 19]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Rockland_1.json,thumb_rockland_scene,bgm_adv_calm,RockLand_battle,,0
12238,도서관 돌아가는 길,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 19]",25,"[10138, 19]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Grassland_1.json,thumb_grassland_scene,bgm_adv_indoors,RockLand_battle,,0
12239,임무 보고,,3,10,1,10,1,0,0,0,0,0,0,0,[0],0,[0],[0],0,[0],300,0,800,160,0,400,[0],0,0,"[5, 5]",250,"[20, 180]",50,"[150, 225]",100,"[100, 160]",75,"[10137, 20]",25,"[10138, 20]",10,"[3, 5]",64,"[20072, 1]",36,"[20071, 1]",13,"[50010, 1]",0,[],0,[1],100,[0],0,[1],100,"[4011, 4018]",177,Librarytower_1.json,thumb_librarytower_scene,bgm_adv_indoors,Library_battle,,0
